provider,region,instance_type,vcpu,ram_gb,instance_count,monthly_hours,storage_gb,egress_gb,managed_db,load_balancer,avg_cpu_util,monthly_cost
Azure,uksouth,D4s_v5,4,16,10,463.3,2927.5,13209.7,0,0,28.0,2392.47
AWS,us-east-1,m6i.xlarge,4,16,13,262.4,2581.0,19120.4,0,1,94.5,2466.28
GCP,us-central1,n2-standard-2,2,8,18,229.4,351.1,950.3,0,1,71.0,515.85
GCP,asia-southeast1,e2-medium,2,4,18,672.3,700.3,825.4,0,1,40.4,597.62
GCP,europe-west2,e2-medium,2,4,16,657.0,2589.5,8050.1,0,1,25.4,1302.36
Azure,uksouth,D8s_v5,8,32,10,539.7,146.8,2217.6,0,0,33.9,2548.42
AWS,ap-southeast-1,t3.large,2,8,14,540.9,2380.8,6113.2,1,0,46.5,1547.99
Azure,uksouth,D8s_v5,8,32,8,188.1,525.1,3144.6,0,1,78.7,942.94
Azure,eastus,D16s_v5,16,64,7,705.7,297.6,7267.0,1,0,92.8,4509.03
AWS,eu-west-2,t3.medium,2,4,8,681.6,1946.6,12881.1,0,1,82.5,1549.05
GCP,asia-southeast1,n2-standard-8,8,32,8,319.5,3066.8,2303.0,1,1,80.6,1679.87
AWS,ap-southeast-1,t3.large,2,8,12,337.6,1589.0,3672.1,1,0,22.5,918.57
GCP,us-central1,n2-standard-2,2,8,2,384.9,2599.4,625.7,0,0,10.9,323.83
Azure,southeastasia,D16s_v5,16,64,7,680.4,2667.3,17307.2,1,0,51.6,5960.4
Azure,uksouth,B2ms,2,8,8,189.1,3873.3,19161.5,0,1,6.8,1951.62
AWS,us-east-1,m6i.2xlarge,8,32,18,266.4,949.4,13825.1,0,0,55.7,3079.24
GCP,asia-southeast1,n2-standard-16,16,64,3,258.5,1631.5,10692.3,0,1,48.8,1726.83
Azure,southeastasia,D4s_v5,4,16,19,208.1,3767.8,11744.3,1,1,56.4,2248.94
Azure,uksouth,B2ms,2,8,17,336.3,2434.2,17951.8,1,0,6.6,2172.26
AWS,us-east-1,m6i.xlarge,4,16,16,654.8,2157.5,11330.3,1,1,65.1,3231.66
GCP,us-central1,e2-medium,2,4,5,717.8,766.6,904.1,1,0,44.9,311.05
GCP,asia-southeast1,e2-standard-2,2,8,18,255.7,3765.5,16180.0,1,0,73.1,1999.8
GCP,asia-southeast1,n2-standard-2,2,8,15,655.1,3177.3,18126.6,0,0,21.0,2748.66
GCP,europe-west2,n2-standard-16,16,64,10,316.9,3588.9,3595.3,0,1,83.6,3300.54
AWS,ap-southeast-1,m6i.4xlarge,16,64,19,271.9,1029.3,17621.6,1,1,31.2,6037.06
Azure,eastus,D4s_v5,4,16,8,270.6,1469.5,13851.4,1,0,90.2,1775.46
AWS,ap-southeast-1,m6i.4xlarge,16,64,13,468.4,1391.5,9690.6,1,1,52.3,6370.08
AWS,eu-west-2,t3.large,2,8,5,304.9,1483.5,10754.0,1,0,57.7,1333.63
GCP,us-central1,n2-standard-8,8,32,2,480.0,1370.0,3437.7,0,1,24.1,769.15
Azure,uksouth,B2ms,2,8,6,329.8,3311.7,18157.0,0,0,37.5,1910.1
Azure,southeastasia,D4s_v5,4,16,6,203.0,412.5,14159.2,0,0,14.3,1526.37
AWS,ap-southeast-1,t3.medium,2,4,3,197.7,3598.0,10080.9,1,0,39.0,1285.52
AWS,ap-southeast-1,t3.large,2,8,10,361.7,122.9,15947.3,1,1,58.0,1780.49
GCP,asia-southeast1,n2-standard-2,2,8,9,512.2,3895.1,5625.8,1,1,45.2,1379.75
GCP,europe-west2,e2-medium,2,4,5,499.1,1961.6,3180.3,1,1,29.3,613.11
Azure,uksouth,D16s_v5,16,64,4,523.1,1828.9,5004.1,1,1,67.3,2481.48
GCP,europe-west2,n2-standard-4,4,16,14,227.9,3295.7,831.6,1,0,64.8,1116.54
AWS,ap-southeast-1,t3.medium,2,4,16,450.5,3346.6,4937.1,0,1,57.0,1085.98
Azure,southeastasia,B2ms,2,8,3,424.2,2441.6,14640.6,0,1,54.3,1564.11
GCP,us-central1,e2-standard-2,2,8,6,534.5,1143.6,16076.9,0,0,67.9,1605.68
Azure,uksouth,D2s_v5,2,8,3,596.2,488.9,5982.6,0,1,64.4,761.34
AWS,eu-west-2,m6i.xlarge,4,16,5,661.7,1936.5,16645.1,1,1,5.1,2302.79
GCP,asia-southeast1,n2-standard-8,8,32,16,190.1,118.5,14406.3,1,1,67.9,2534.21
Azure,uksouth,D16s_v5,16,64,8,373.9,1025.3,8150.3,1,0,33.5,3334.71
Azure,eastus,D4s_v5,4,16,15,452.2,2935.4,78.4,1,0,36.8,1599.37
Azure,southeastasia,D2s_v5,2,8,3,638.5,2496.0,3369.8,1,0,31.0,753.94
AWS,us-east-1,t3.medium,2,4,2,475.5,1921.2,17024.4,1,0,86.8,1688.19
Azure,southeastasia,B2ms,2,8,16,334.8,1801.8,1221.5,1,1,26.0,834.55
GCP,asia-southeast1,n2-standard-8,8,32,15,547.2,1314.3,18866.0,0,0,66.3,5087.62
AWS,us-east-1,m6i.xlarge,4,16,18,462.0,2536.7,3464.9,1,0,60.9,2187.71
GCP,us-central1,n2-standard-16,16,64,18,340.3,3345.9,9710.7,1,1,39.5,6136.89
GCP,asia-southeast1,e2-standard-2,2,8,16,658.0,1529.4,8205.7,0,1,61.6,1621.42
AWS,eu-west-2,t3.medium,2,4,17,317.0,951.6,9494.0,1,0,45.4,1239.21
GCP,europe-west2,n2-standard-16,16,64,9,236.0,605.7,2705.9,0,1,5.1,2092.86
AWS,us-east-1,m6i.2xlarge,8,32,3,711.1,698.0,5529.2,0,0,79.5,1360.86
GCP,europe-west2,e2-medium,2,4,4,651.1,660.0,1676.4,0,0,34.8,284.53
AWS,us-east-1,m6i.4xlarge,16,64,12,670.8,2726.1,15240.4,0,1,45.1,7803.3
GCP,europe-west2,n2-standard-4,4,16,2,279.1,3559.7,4302.4,0,0,66.0,778.58
Azure,uksouth,B2ms,2,8,17,430.4,885.4,12870.2,1,1,16.2,1860.76
AWS,ap-southeast-1,t3.large,2,8,19,351.0,1184.6,3412.0,0,1,60.3,1018.99
AWS,us-east-1,m6i.4xlarge,16,64,6,231.4,1273.4,17632.3,1,0,39.6,2651.62
AWS,us-east-1,m6i.xlarge,4,16,4,649.7,3294.7,818.2,0,1,5.6,850.26
GCP,us-central1,n2-standard-8,8,32,15,432.3,3196.1,19376.4,1,0,92.6,4317.83
GCP,europe-west2,e2-medium,2,4,2,444.9,1961.7,18580.5,0,1,49.8,1664.46
Azure,southeastasia,B2ms,2,8,13,629.1,635.4,17519.5,0,0,93.4,2267.52
GCP,asia-southeast1,e2-standard-2,2,8,14,218.0,1146.0,15741.0,1,0,57.8,1664.74
GCP,europe-west2,e2-standard-2,2,8,7,320.4,3086.1,507.6,0,0,93.1,470.67
AWS,ap-southeast-1,m6i.4xlarge,16,64,17,354.3,1006.8,4100.7,0,0,63.7,5616.7
AWS,eu-west-2,t3.large,2,8,13,219.4,3074.0,2089.3,0,1,11.5,714.03
AWS,eu-west-2,t3.medium,2,4,2,534.9,2675.4,17895.3,1,1,47.7,1830.93
GCP,europe-west2,e2-standard-2,2,8,5,230.1,2882.7,13261.8,1,1,39.4,1516.13
Azure,eastus,D8s_v5,8,32,7,587.3,379.4,14966.5,0,1,65.3,2866.95
AWS,us-east-1,m6i.2xlarge,8,32,20,360.4,1148.7,9555.7,0,0,49.3,3738.67
AWS,us-east-1,t3.large,2,8,12,703.0,423.0,13267.9,1,1,76.2,1980.03
Azure,eastus,B2ms,2,8,5,426.9,3708.8,18844.3,1,0,51.3,2051.1
AWS,eu-west-2,m6i.large,2,8,3,651.8,2431.7,19103.9,0,1,82.2,1987.34
Azure,southeastasia,D4s_v5,4,16,13,369.8,3475.6,479.4,0,1,64.3,1428.38
GCP,asia-southeast1,n2-standard-8,8,32,2,652.8,362.0,17027.4,0,0,88.7,1944.82
GCP,asia-southeast1,n2-standard-8,8,32,2,563.1,3955.9,9677.1,0,0,65.7,1635.37
GCP,europe-west2,n2-standard-2,2,8,7,509.8,83.7,10207.9,1,1,85.6,1343.5
AWS,ap-southeast-1,t3.large,2,8,9,703.3,2922.3,8280.4,1,0,68.7,1649.54
GCP,asia-southeast1,n2-standard-4,4,16,19,455.6,137.6,5917.5,0,1,77.7,2385.66
GCP,us-central1,n2-standard-8,8,32,17,677.0,741.3,18708.9,1,0,13.7,6014.15
AWS,ap-southeast-1,t3.large,2,8,1,324.7,3424.3,3740.1,0,0,70.4,678.99
Azure,southeastasia,B2ms,2,8,12,694.2,600.4,5336.2,0,0,39.6,1269.71
AWS,us-east-1,t3.medium,2,4,9,494.6,1966.3,9094.4,1,1,21.0,1253.13
Azure,southeastasia,D16s_v5,16,64,6,299.8,3653.5,12511.4,0,1,67.1,3019.9
Azure,uksouth,D16s_v5,16,64,20,214.1,253.8,17282.8,1,0,13.5,5256.5
GCP,us-central1,n2-standard-2,2,8,2,505.4,3637.6,12592.7,0,0,41.5,1415.42
Azure,uksouth,D16s_v5,16,64,20,728.3,461.3,9111.5,0,0,32.0,13091.85
Azure,uksouth,D2s_v5,2,8,8,620.0,2360.4,18090.8,1,1,89.9,2233.01
GCP,asia-southeast1,n2-standard-16,16,64,5,599.1,3989.8,19974.9,0,1,81.5,4418.78
GCP,europe-west2,n2-standard-16,16,64,3,380.8,1006.9,17936.1,0,1,16.7,2479.77
GCP,asia-southeast1,n2-standard-4,4,16,12,677.5,2987.1,8441.1,0,1,75.6,2738.05
GCP,us-central1,n2-standard-2,2,8,12,342.9,2211.5,13028.3,0,1,77.5,1670.51
AWS,us-east-1,m6i.large,2,8,3,359.0,251.6,7064.5,0,0,46.1,741.86
Azure,southeastasia,D16s_v5,16,64,15,183.0,2435.9,18905.1,0,1,60.0,4306.3
AWS,eu-west-2,t3.medium,2,4,15,711.0,1876.5,1234.5,0,0,83.4,738.88
Azure,southeastasia,D16s_v5,16,64,16,732.1,2970.3,2523.1,1,1,25.7,11122.82
Azure,eastus,D16s_v5,16,64,18,251.3,3957.7,5278.4,0,0,32.1,4470.14
Azure,southeastasia,B2ms,2,8,7,384.0,3164.1,6639.4,1,1,65.9,1157.67
GCP,us-central1,n2-standard-4,4,16,5,471.9,977.2,18466.1,0,1,8.3,1975.83
Azure,uksouth,D4s_v5,4,16,15,346.9,115.1,643.1,0,1,29.4,1193.62
Azure,uksouth,D16s_v5,16,64,18,640.3,2494.8,12299.6,0,1,70.5,11073.6
AWS,eu-west-2,t3.medium,2,4,3,389.8,2823.5,4963.4,0,0,58.3,735.02
Azure,southeastasia,D4s_v5,4,16,6,683.5,1320.3,16281.1,1,0,43.9,2457.79
AWS,us-east-1,t3.medium,2,4,4,497.5,2485.0,2509.1,0,1,43.1,524.7
AWS,us-east-1,m6i.large,2,8,11,633.2,1380.9,17614.7,1,1,66.0,2363.19
GCP,europe-west2,n2-standard-16,16,64,4,623.5,3333.6,18339.3,1,0,91.1,3987.06
Azure,eastus,B2ms,2,8,14,362.2,1040.1,5559.3,1,0,82.6,1036.06
AWS,us-east-1,m6i.4xlarge,16,64,11,615.4,1801.5,15342.4,1,0,70.8,6637.75
Azure,southeastasia,D2s_v5,2,8,14,693.7,521.5,11013.0,1,0,54.4,2158.47
GCP,asia-southeast1,n2-standard-16,16,64,1,371.4,1306.8,2338.4,0,1,19.9,643.0
Azure,uksouth,B2ms,2,8,1,400.4,2451.5,4251.3,0,1,29.3,598.36
AWS,us-east-1,m6i.large,2,8,13,584.4,1215.6,19463.7,0,0,35.9,2408.62
AWS,us-east-1,t3.large,2,8,9,415.0,3938.5,2902.4,1,0,55.6,949.21
AWS,eu-west-2,t3.medium,2,4,7,229.1,3174.1,8929.5,0,1,86.3,1170.86
Azure,uksouth,D16s_v5,16,64,12,629.8,433.6,2344.5,0,1,69.0,6884.33
AWS,us-east-1,t3.medium,2,4,9,701.4,2848.3,15030.0,0,0,20.3,1779.99
Azure,southeastasia,B2ms,2,8,8,496.8,3244.9,17051.6,0,1,41.9,2034.25
AWS,eu-west-2,t3.medium,2,4,5,446.8,211.5,11317.1,1,1,76.9,1210.87
Azure,southeastasia,D16s_v5,16,64,19,579.5,1044.8,4595.2,1,0,10.7,10492.94
Azure,southeastasia,D16s_v5,16,64,14,394.6,1189.5,16034.6,0,0,11.3,6428.77
GCP,europe-west2,n2-standard-16,16,64,12,704.5,2320.2,9149.2,1,0,65.5,8040.85
Azure,southeastasia,B2ms,2,8,8,267.4,1888.0,5013.2,0,0,92.3,800.47
AWS,eu-west-2,t3.medium,2,4,10,283.1,107.6,15563.3,0,0,57.9,1457.22
GCP,europe-west2,e2-medium,2,4,1,534.6,189.5,18214.3,0,0,27.5,1491.39
Azure,uksouth,B2ms,2,8,15,352.4,1563.2,13365.0,1,1,8.2,1778.74
Azure,uksouth,B2ms,2,8,14,280.9,1440.3,188.6,0,1,34.0,497.55
AWS,eu-west-2,t3.large,2,8,19,387.1,1146.5,15170.7,0,1,86.5,2031.38
GCP,asia-southeast1,n2-standard-2,2,8,3,714.9,453.1,5341.1,1,0,31.4,790.75
AWS,eu-west-2,m6i.large,2,8,7,355.4,3262.2,19796.3,1,1,70.0,2238.84
GCP,europe-west2,n2-standard-2,2,8,12,445.3,561.8,12243.2,0,0,71.4,1613.85
GCP,asia-southeast1,n2-standard-2,2,8,19,552.1,2024.9,5681.6,0,0,55.3,1764.9
AWS,eu-west-2,m6i.large,2,8,9,305.8,1894.4,843.6,0,1,45.1,534.49
AWS,eu-west-2,m6i.4xlarge,16,64,8,448.0,1195.8,16141.0,1,1,49.3,4451.44
AWS,eu-west-2,m6i.xlarge,4,16,13,549.3,2557.2,14209.5,0,0,56.8,2964.67
Azure,eastus,D8s_v5,8,32,10,370.1,2107.0,11545.0,1,0,43.5,2701.62
GCP,us-central1,n2-standard-8,8,32,3,378.8,1687.2,13518.8,1,1,37.4,1741.39
AWS,ap-southeast-1,m6i.2xlarge,8,32,4,640.8,666.2,12834.6,0,1,31.7,2270.21
GCP,us-central1,n2-standard-4,4,16,16,605.9,1602.8,11378.4,1,0,34.7,2972.12
GCP,asia-southeast1,e2-medium,2,4,8,726.9,2527.4,2420.3,1,0,81.1,692.34
AWS,us-east-1,m6i.4xlarge,16,64,2,250.1,568.5,8743.8,1,0,41.3,1260.84
Azure,southeastasia,B2ms,2,8,20,366.7,184.2,8097.2,0,1,46.7,1390.05
GCP,europe-west2,e2-standard-2,2,8,11,382.1,2149.3,16950.9,1,1,43.9,1915.97
GCP,asia-southeast1,e2-standard-2,2,8,18,661.1,3078.6,7653.4,1,1,33.8,1920.5
GCP,us-central1,n2-standard-8,8,32,10,396.6,3094.2,11927.8,1,0,49.3,2889.62
GCP,europe-west2,n2-standard-2,2,8,2,467.5,2122.9,2924.9,0,0,7.3,519.71
Azure,eastus,D16s_v5,16,64,20,597.4,2650.8,9236.4,0,1,75.6,10285.05
Azure,eastus,D8s_v5,8,32,3,204.7,3945.6,7169.3,0,1,73.7,1153.91
Azure,uksouth,D16s_v5,16,64,16,240.9,3296.0,11083.2,0,1,34.5,4588.39
AWS,ap-southeast-1,m6i.2xlarge,8,32,12,557.4,841.7,11116.3,0,1,31.9,3951.65
GCP,asia-southeast1,e2-medium,2,4,13,232.0,3332.4,10920.5,0,1,23.6,1300.81
AWS,ap-southeast-1,m6i.2xlarge,8,32,19,479.3,1642.7,15502.0,1,0,82.5,5381.37
Azure,eastus,D4s_v5,4,16,11,731.6,3126.1,7174.3,0,0,86.7,2458.67
AWS,us-east-1,m6i.2xlarge,8,32,17,201.2,656.8,12649.3,1,1,14.8,2499.88
AWS,eu-west-2,m6i.2xlarge,8,32,5,417.9,2067.2,16324.3,0,1,70.2,2432.52
AWS,eu-west-2,m6i.2xlarge,8,32,17,365.2,2965.2,14755.4,1,0,12.9,4178.28
GCP,us-central1,n2-standard-4,4,16,16,240.0,3788.2,3276.6,1,0,63.4,1367.66
GCP,us-central1,e2-medium,2,4,18,555.9,2679.7,9139.1,0,0,37.3,1317.95
AWS,eu-west-2,m6i.4xlarge,16,64,13,282.5,2840.9,16089.9,1,1,34.4,4827.53
GCP,asia-southeast1,n2-standard-8,8,32,2,706.8,273.3,16450.5,1,0,30.4,2017.37
AWS,ap-southeast-1,t3.medium,2,4,15,667.0,1712.9,8574.7,0,0,48.6,1392.58
Azure,southeastasia,B2ms,2,8,2,383.9,1894.7,16613.1,1,1,7.4,1666.89
GCP,asia-southeast1,e2-medium,2,4,14,725.1,259.5,16125.6,1,0,73.1,1718.07
GCP,europe-west2,n2-standard-16,16,64,12,620.3,699.7,10449.4,0,0,37.5,7259.11
AWS,ap-southeast-1,m6i.4xlarge,16,64,20,190.1,620.5,7962.8,1,1,44.9,4072.83
Azure,eastus,B2ms,2,8,17,258.3,1788.2,13631.8,1,1,91.2,1694.18
GCP,asia-southeast1,e2-medium,2,4,8,563.0,3065.0,10506.0,1,1,58.8,1342.69
GCP,europe-west2,e2-standard-2,2,8,17,481.8,3981.6,7707.5,1,1,30.7,1656.76
AWS,us-east-1,m6i.large,2,8,16,235.6,3628.1,7981.0,0,0,71.5,1359.17
Azure,uksouth,D8s_v5,8,32,7,264.5,2562.5,13217.3,0,1,11.1,2078.72
GCP,asia-southeast1,e2-medium,2,4,7,379.3,1969.8,16925.7,0,0,80.4,1585.15
Azure,southeastasia,D2s_v5,2,8,13,296.4,747.8,17331.5,1,1,81.1,1945.13
GCP,asia-southeast1,e2-standard-2,2,8,3,201.4,741.2,5998.5,1,1,81.8,686.55
Azure,uksouth,D16s_v5,16,64,4,506.2,1744.1,7527.1,0,1,92.7,2488.73
GCP,europe-west2,n2-standard-2,2,8,6,543.9,3073.0,1936.3,0,1,42.8,797.34
Azure,southeastasia,D2s_v5,2,8,13,482.3,530.5,14587.4,1,0,83.2,2009.4
GCP,europe-west2,n2-standard-8,8,32,14,531.0,3932.4,1626.4,1,0,48.9,3669.71
AWS,us-east-1,t3.medium,2,4,7,588.5,3150.0,12694.5,0,1,79.1,1507.21
GCP,asia-southeast1,e2-standard-2,2,8,13,683.9,3523.6,16845.5,1,0,20.2,2443.6
AWS,ap-southeast-1,m6i.xlarge,4,16,12,339.6,1273.0,5394.9,0,0,43.5,1453.46
AWS,us-east-1,m6i.xlarge,4,16,11,553.8,2508.5,2596.6,0,0,78.0,1598.13
Azure,uksouth,D2s_v5,2,8,17,196.9,554.4,4850.4,0,0,78.3,806.71
AWS,eu-west-2,m6i.xlarge,4,16,18,716.9,1107.2,4099.3,0,1,21.3,3180.29
AWS,eu-west-2,m6i.large,2,8,2,198.7,1834.5,5933.2,0,0,53.7,725.01
AWS,us-east-1,m6i.xlarge,4,16,15,320.1,130.2,4620.6,0,0,30.7,1316.27
AWS,ap-southeast-1,m6i.4xlarge,16,64,17,290.7,1466.0,7612.3,1,1,80.9,5027.81
AWS,eu-west-2,t3.medium,2,4,12,633.2,2356.6,7233.1,1,1,55.6,1240.68
GCP,asia-southeast1,n2-standard-4,4,16,13,624.3,161.5,16228.7,0,1,67.4,3009.84
GCP,asia-southeast1,e2-standard-2,2,8,4,505.1,1916.0,7278.7,1,0,16.5,991.79
AWS,us-east-1,t3.large,2,8,8,643.3,1896.0,3729.3,1,1,53.1,983.07
AWS,ap-southeast-1,m6i.large,2,8,15,620.6,914.7,17565.1,1,0,29.1,2591.38
Azure,eastus,D4s_v5,4,16,11,506.1,3922.1,11969.6,1,1,13.7,2437.38
Azure,eastus,B2ms,2,8,20,695.4,1140.0,16951.6,0,0,67.9,2639.57
AWS,us-east-1,m6i.4xlarge,16,64,8,736.4,1539.5,1697.2,0,1,7.5,4856.64
GCP,europe-west2,e2-standard-2,2,8,2,256.9,667.0,12529.9,1,0,80.8,1167.08
GCP,asia-southeast1,n2-standard-8,8,32,5,505.1,263.0,18853.9,1,1,12.5,2621.36
AWS,us-east-1,t3.medium,2,4,14,236.8,3527.4,8014.7,0,0,70.3,1121.77
AWS,eu-west-2,t3.medium,2,4,20,427.1,1868.8,12736.5,0,0,92.4,1629.43
AWS,us-east-1,m6i.xlarge,4,16,9,247.1,2219.6,3323.8,1,1,68.4,964.51
GCP,europe-west2,n2-standard-4,4,16,19,473.5,1263.4,10739.0,1,1,87.3,2984.57
Azure,eastus,B2ms,2,8,18,338.5,871.1,15330.1,1,0,78.5,1868.67
GCP,us-central1,n2-standard-4,4,16,10,505.8,2571.6,19438.6,0,1,54.1,2697.5
GCP,us-central1,n2-standard-2,2,8,11,360.4,2290.5,12825.0,1,0,80.8,1693.52
GCP,europe-west2,n2-standard-4,4,16,8,316.6,481.9,5009.2,0,1,42.4,988.41
GCP,europe-west2,n2-standard-2,2,8,1,244.4,3284.7,8978.7,1,1,53.6,1143.16
GCP,us-central1,n2-standard-2,2,8,2,533.6,2946.8,12296.5,1,0,86.6,1391.92
AWS,us-east-1,m6i.2xlarge,8,32,17,548.4,714.1,16021.2,1,1,78.4,4996.18
Azure,eastus,D2s_v5,2,8,1,643.5,393.4,8394.7,1,1,8.2,898.45
Azure,uksouth,B2ms,2,8,13,588.9,2864.9,13394.2,0,1,93.7,1995.9
Azure,eastus,B2ms,2,8,13,191.9,3023.5,7117.5,0,0,7.0,1047.35
Azure,southeastasia,D2s_v5,2,8,14,599.8,1306.4,10187.2,0,0,44.0,1918.43
AWS,eu-west-2,t3.medium,2,4,5,186.9,2482.1,17222.5,0,1,17.9,1743.39
GCP,us-central1,n2-standard-16,16,64,3,440.5,3222.6,258.5,0,1,90.7,1288.17
AWS,us-east-1,t3.large,2,8,1,271.4,271.0,6307.7,0,0,56.5,613.55
Azure,uksouth,D8s_v5,8,32,7,298.5,1624.6,2412.2,0,1,27.1,1263.64
AWS,ap-southeast-1,m6i.xlarge,4,16,10,464.3,2697.6,16183.1,0,1,53.2,2714.94
Azure,uksouth,B2ms,2,8,2,544.1,2697.7,18747.9,1,1,61.2,1872.93
GCP,europe-west2,n2-standard-2,2,8,1,687.8,726.9,4504.1,0,1,17.0,523.33
AWS,eu-west-2,m6i.2xlarge,8,32,20,215.6,161.1,5587.7,1,1,91.5,2467.44
GCP,us-central1,n2-standard-8,8,32,15,544.6,148.3,4641.4,0,1,46.2,3524.92
GCP,europe-west2,n2-standard-16,16,64,5,587.9,1687.0,10639.6,1,0,59.0,3488.23
Azure,uksouth,B2ms,2,8,16,518.0,2465.4,6659.7,1,0,51.4,1544.93
AWS,eu-west-2,t3.large,2,8,4,251.2,203.7,18062.6,1,0,45.1,1676.22
GCP,asia-southeast1,e2-standard-2,2,8,10,665.1,2693.4,5324.2,0,1,23.0,1213.93
GCP,us-central1,n2-standard-4,4,16,14,539.3,3870.4,9383.4,0,1,44.0,2584.51
AWS,us-east-1,m6i.xlarge,4,16,18,262.5,1175.0,14417.8,1,1,24.5,2290.0
Azure,eastus,D16s_v5,16,64,11,717.6,3235.8,2446.2,1,0,65.4,6817.25
GCP,us-central1,n2-standard-2,2,8,12,264.4,1072.2,8647.5,1,0,8.9,1174.49
AWS,ap-southeast-1,m6i.2xlarge,8,32,15,343.3,1298.9,11840.7,1,0,29.3,3394.17
Azure,eastus,D2s_v5,2,8,11,593.7,3825.8,12497.5,1,0,13.3,2069.58
GCP,us-central1,n2-standard-2,2,8,19,386.4,3072.7,1074.6,0,1,56.0,1075.09
GCP,asia-southeast1,e2-medium,2,4,4,660.9,2011.9,19713.4,0,1,84.5,1853.35
GCP,europe-west2,n2-standard-4,4,16,9,417.1,1979.8,7436.2,0,0,18.6,1569.37
GCP,us-central1,e2-standard-2,2,8,3,679.4,896.5,721.5,0,0,42.0,256.29
Azure,southeastasia,D16s_v5,16,64,3,351.8,1952.5,12663.0,0,1,64.5,2196.58
Azure,uksouth,D4s_v5,4,16,7,502.9,1238.8,18831.3,0,1,25.8,2429.91
GCP,europe-west2,n2-standard-4,4,16,6,313.4,1337.7,11183.3,0,0,70.5,1424.22
AWS,eu-west-2,m6i.xlarge,4,16,10,220.1,2711.5,11850.9,1,0,71.7,1775.34
AWS,ap-southeast-1,m6i.2xlarge,8,32,13,704.5,2920.2,14210.4,1,1,62.2,5592.8
AWS,ap-southeast-1,t3.large,2,8,19,226.1,2864.9,5320.6,0,1,56.4,1151.73
AWS,ap-southeast-1,m6i.4xlarge,16,64,4,317.0,2523.2,12816.0,1,1,86.9,2488.75
Azure,eastus,D2s_v5,2,8,3,512.3,1247.4,10084.6,1,1,41.7,1180.28
Azure,eastus,D8s_v5,8,32,16,567.6,2842.5,5418.5,0,1,8.3,4369.7
AWS,us-east-1,m6i.2xlarge,8,32,14,713.2,466.3,8548.8,0,1,85.4,4680.65
AWS,ap-southeast-1,m6i.4xlarge,16,64,18,220.7,3054.8,2557.1,0,1,66.6,3882.52
AWS,us-east-1,t3.medium,2,4,3,240.1,1514.6,3393.1,1,0,72.6,497.1
AWS,ap-southeast-1,m6i.2xlarge,8,32,6,578.0,2089.6,1776.8,0,0,28.0,1830.88
GCP,us-central1,e2-standard-2,2,8,16,337.3,1632.8,155.4,1,0,91.8,546.29
Azure,southeastasia,D16s_v5,16,64,19,218.1,1401.2,4163.7,0,0,25.8,4188.67
Azure,southeastasia,D2s_v5,2,8,11,237.6,2153.3,9341.2,0,0,62.7,1289.83
Azure,uksouth,D2s_v5,2,8,3,702.0,862.9,11903.1,0,1,45.5,1319.93
AWS,us-east-1,t3.large,2,8,5,538.8,3655.2,6084.8,0,1,73.5,1061.09
GCP,europe-west2,n2-standard-16,16,64,9,509.4,2770.9,17222.7,0,0,40.0,5471.21
GCP,europe-west2,n2-standard-4,4,16,13,223.7,2018.4,15273.8,0,0,76.3,1999.56
GCP,us-central1,n2-standard-8,8,32,1,737.7,981.8,16546.5,0,1,70.5,1698.54
Azure,eastus,D4s_v5,4,16,6,186.2,3117.9,13789.3,1,1,64.5,1687.01
AWS,ap-southeast-1,m6i.2xlarge,8,32,9,554.5,2549.8,10413.0,0,0,9.2,3320.39
Azure,eastus,B2ms,2,8,5,589.1,2999.7,5306.5,0,0,90.2,917.74
AWS,ap-southeast-1,m6i.4xlarge,16,64,20,736.5,3189.0,16851.7,0,0,59.8,14323.8
Azure,eastus,D8s_v5,8,32,10,320.1,1258.8,5511.2,0,0,83.3,1781.98
GCP,us-central1,e2-standard-2,2,8,5,704.5,3099.2,2329.8,0,1,56.7,680.8
AWS,us-east-1,m6i.2xlarge,8,32,17,674.7,3267.3,4142.3,1,0,83.5,5136.05
AWS,ap-southeast-1,t3.large,2,8,7,470.3,479.4,8452.4,1,1,65.4,1201.3
AWS,ap-southeast-1,m6i.xlarge,4,16,2,683.1,774.9,18869.6,0,1,76.2,1941.66
Azure,uksouth,B2ms,2,8,7,441.1,2731.0,11450.4,1,0,90.7,1544.11
GCP,europe-west2,n2-standard-8,8,32,3,324.6,2549.5,19668.6,0,0,37.4,2240.79
Azure,uksouth,D2s_v5,2,8,20,457.1,2200.6,16951.8,0,1,49.8,2518.58
Azure,uksouth,D8s_v5,8,32,6,383.0,3616.4,15204.6,0,0,73.6,2528.64
Azure,uksouth,B2ms,2,8,9,400.1,3121.0,7750.7,1,1,77.6,1309.89
AWS,us-east-1,m6i.2xlarge,8,32,1,531.4,715.9,2154.5,1,0,9.5,511.65
Azure,eastus,B2ms,2,8,13,321.1,2325.8,2525.3,0,1,46.5,758.64
GCP,asia-southeast1,n2-standard-2,2,8,14,325.8,21.7,10510.0,0,0,94.4,1360.54
GCP,europe-west2,n2-standard-16,16,64,9,370.2,469.3,3376.6,0,0,31.0,3117.56
AWS,ap-southeast-1,t3.medium,2,4,15,444.7,110.6,14559.7,1,1,52.3,1641.34
AWS,ap-southeast-1,t3.medium,2,4,12,635.0,1760.4,10330.7,1,1,24.1,1490.25
Azure,uksouth,D16s_v5,16,64,4,463.4,2412.9,16065.3,0,1,88.1,3136.73
